ID,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
9330,31983,46646,119280,119281,117945,280788,130913,292795,119082
9331,20788,46254,117961,118327,126310,118641,306399,118643,118644
9332,17226,5652,117961,118300,28618,118321,117906,290919,118322
9333,42031,82190,118315,118463,118522,118685,139687,308574,118687
9334,74490,141,117961,118225,122273,117905,117906,290919,117908
9335,25274,55556,117961,118052,118979,118278,117906,290919,118279
9336,5045,17251,117961,118300,121108,120344,202649,118424,120346
9337,32174,23136,117961,118052,119742,117905,117906,290919,117908
9338,43826,189,117961,118413,121639,117905,240983,290919,117908
9339,74142,2355,117961,117962,118501,118502,118503,118504,118505
9340,41234,72204,117932,117933,118810,119899,310825,19793,119900
9341,42678,4864,117961,118300,123055,120344,310997,118424,120346
9342,27755,52525,117983,117984,117878,117879,117879,19721,117880
9343,73536,55805,117961,118343,118856,132692,132693,270488,132694
9344,21432,7426,117961,118225,122298,122849,120324,119095,122850
9345,1014,7495,117961,118225,119924,117905,117906,290919,117908
9346,28294,49772,91261,118026,118746,118451,126309,118453,118454
9347,41642,54618,117961,118052,118992,118784,118785,290919,118786
9348,43747,21009,117961,118343,149210,120097,174445,270488,120099
9349,31200,767,117961,118343,120722,123648,123107,120518,123650
9350,74909,7971,117961,118386,119954,118259,155654,290919,118261
9351,32270,139593,117902,118041,119781,130479,179826,119784,130481
9352,39474,7424,5110,117954,122672,130857,125539,308574,130858
9353,44909,15824,117961,118225,120323,122849,120324,119095,122850
9354,1151,124899,117961,118327,120171,120647,249497,118398,120649
9355,14666,50502,117910,117911,117941,118568,247799,19721,118570
9356,77955,7278,91261,118026,118202,117905,117906,290919,117908
9357,20292,58462,117926,117927,117884,117885,117913,117887,117888
9358,19723,55632,117890,117891,117878,117899,155398,19721,117900
9359,75443,5119,117961,118300,119890,120006,133833,118424,120008
9360,31992,17835,117902,117903,118403,120952,141500,118453,120954
9361,75901,51342,117961,118343,118660,118702,187873,118704,118705
9362,971,20434,117890,117891,117878,117899,123862,19721,117900
9363,75045,6982,117961,118300,118360,117905,117906,290919,117908
9364,78180,52356,117902,117903,119824,117905,117906,290919,117908
9365,74258,50781,91261,118026,139759,118321,117906,290919,118322
9366,70202,87,117961,118446,118447,118321,118448,290919,118322
9367,40997,59748,117961,118386,121961,118784,117906,290919,118786
9368,75815,197,117961,118413,118414,118784,240983,290919,118786
9369,25322,21254,117932,117933,117878,117879,117897,19721,117880
9370,41740,5403,117961,118413,121639,118321,117906,290919,118322
9371,44903,17251,117961,118300,121108,120344,202649,118424,120346
9372,106192,133892,91261,118026,119507,117905,117906,290919,117908
9373,77338,58865,117961,118446,119064,120097,139690,270488,120099
9374,95228,8168,117961,118300,118514,118318,168365,118205,118319
9375,34026,2649,117961,118413,120526,118784,124402,290919,118786
9376,16767,7076,117961,118225,120041,119093,254399,119095,119096
9377,75213,44062,117961,117962,118910,117905,117906,290919,117908
9378,13878,20508,118219,118220,117941,127700,125168,19721,127702
9379,70202,50806,117961,118446,119961,118259,118260,290919,118261
9380,39264,5559,119280,119281,118623,118995,286106,292795,118997
9381,28149,28246,118315,118463,123089,118784,130219,290919,118786
9382,3853,4475,117961,118052,118706,118728,301534,118295,118730
9383,79092,4993,117961,118343,118979,118826,134537,118424,118828
9384,70452,58590,118953,118954,117884,117885,117913,117887,117888
9385,75078,71203,117961,118386,118522,118321,117906,290919,118322
9386,16639,4738,117961,118300,118458,120006,311622,118424,120008
9387,16989,7553,117961,118225,118403,118784,118785,290919,118786
9388,73815,41760,118315,118316,123656,117905,117906,290919,117908
9389,78591,101251,117893,117894,117895,117896,117897,117887,117898
9390,25993,131441,117961,118343,119598,119433,133686,118424,119435
9391,45202,100,120140,120141,142145,117905,156948,290919,117908
9392,4675,17835,117961,118225,118403,128230,302830,4673,128231
9393,26419,4488,117961,118413,126229,118278,118260,290919,118279
9394,1020,4311,119062,119091,118514,117905,118036,290919,117908
9395,25753,57539,122532,122533,118623,117946,177472,292795,117948
9396,28109,60792,117961,118327,121694,307024,310608,118331,118332
9397,17308,18417,117961,118343,119598,307024,294485,118331,118332
9398,34921,5652,117961,118300,121305,118784,124402,290919,118786
9399,89732,6267,120864,121013,124266,120344,170431,118424,120346
9400,23096,1012,117961,118225,119924,118321,117906,290919,118322
9401,45131,3966,117961,118343,122012,118259,132715,290919,118261
9402,32270,4110,119596,119597,118292,118728,282017,118295,118730
9403,81432,7411,117961,118386,118746,118747,152307,118453,118749
9404,75901,20169,117961,118343,118660,118451,270976,118453,118454
9405,41643,54618,117961,118052,118821,118321,117906,290919,118322
9406,19484,13386,118219,118220,118221,117879,117897,19721,117880
9407,17278,52105,118595,118596,81476,118422,149098,118424,118425
9408,57542,19952,117961,118327,118529,118054,118054,117887,118055
9409,278393,16972,118887,118888,119987,119849,240725,118638,119851
9410,14848,6125,119134,119135,19772,119928,306795,118331,119929
9411,30583,15530,118573,118574,117945,117946,144259,292795,117948
9412,27297,49437,117961,118343,118660,307024,132719,118331,118332
9413,34871,4500,117961,118052,118881,117905,117906,290919,117908
9414,14570,25766,118006,118007,118008,118568,292195,19721,118570
9415,25726,7012,117961,118225,120050,118777,279443,308574,118779
9416,1020,46503,120140,120141,121589,120952,120953,118453,120954
9417,41400,13857,118212,118580,118360,120632,120633,118131,120634
9418,27785,43994,117961,117962,118791,307024,306404,118331,118332
9419,13878,53230,117876,117877,117878,118568,292195,19721,118570
9420,42031,28245,118315,118463,123089,118321,130219,290919,118322
9421,28294,5196,117961,118052,118053,118207,127292,270488,118209
9422,86321,54684,117961,117962,118910,118685,137802,308574,118687
9423,75624,7339,117961,118300,118360,118054,144434,117887,118055
9424,20897,29575,117961,117969,120574,118674,281445,19793,118676
9425,4675,71215,117961,118386,118404,117905,117906,290919,117908
9426,31200,770,117961,118343,119181,118451,130134,118453,118454
9427,40867,56745,118315,118316,118202,118784,121926,290919,118786
9428,77993,6999,117961,118343,121747,118321,240983,290919,118322
9429,3853,4584,117961,118300,120297,117905,117906,290919,117908
9430,3130,17386,117961,118446,119064,119743,244798,3130,119745
9431,73814,16850,117961,118225,122298,120591,127477,119095,120593
9432,17308,7076,117961,118225,120323,119093,136840,119095,119096
9433,75942,4639,117961,118343,118856,118278,117906,290919,118279
9434,75895,3868,117961,118386,122938,118784,117906,290919,118786
9435,39262,23136,117961,118052,119742,118321,117906,290919,118322
9436,75078,71171,117961,118386,123844,119962,119962,118205,119964
9437,79092,16757,117961,118225,122273,118784,121873,290919,118786
9438,79085,53396,117916,118150,117920,117885,117913,117887,117888
9439,20351,718,117961,118300,119181,118641,153273,118643,118644
9440,38718,71160,117910,117911,117941,117885,117913,117887,117888
9441,21428,19286,117961,118225,120050,124810,165649,249618,124812
9442,73144,17264,117961,118300,118825,118523,163100,118331,118525
9443,17249,4551,117961,118343,118833,120344,303717,118424,120346
9444,31661,6482,117961,118343,118821,117905,240983,290919,117908
9445,15714,7748,118573,118574,117945,117946,129731,292795,117948
9446,4675,4084,117961,118052,118992,118321,117906,290919,118322
9447,18058,17930,117961,118446,118810,118811,120605,19793,118813
9448,17226,4887,117961,118343,118979,120006,310997,118424,120008
9449,13878,55827,117929,117940,117941,117879,117886,19721,117880
9450,35540,27881,117929,117940,117941,118568,281735,19721,118570
9451,25993,14855,117961,118300,123719,118451,130134,118453,118454
9452,21750,70062,117961,118386,118387,117905,117906,290919,117908
9453,29955,3692,117961,118413,126229,128230,302830,4673,128231
9454,14955,16103,117961,118327,120283,150752,166638,118643,150754
9455,16443,7076,117961,118225,120041,119093,139668,119095,119096
9456,79553,8370,117961,118300,121176,120560,304465,118643,120562
9457,20897,7012,117961,118225,120050,118777,279443,308574,118779
9458,17308,4642,117961,118225,120551,118321,133936,290919,118322
9459,42085,30509,118212,118213,120126,118728,301534,118295,118730
9460,4675,24169,117916,117917,117941,117885,117913,117887,117888
9461,29304,98683,117975,117976,117941,117879,117886,19721,117880
9462,31700,57539,122532,122533,118623,117946,128050,292795,117948
9463,391,46512,117926,118124,117941,117885,117913,117887,117888
9464,27188,7547,117961,118327,118933,117905,117906,290919,117908
9465,28936,8368,91261,118026,118202,117905,117906,290919,117908
9466,73815,4945,117961,118300,118360,118054,118054,117887,118055
9467,20332,28590,117961,118327,120685,118784,240983,290919,118786
9468,43452,53010,118752,119070,118042,118563,118563,270488,118565
9469,37552,1755,117961,117962,119223,150752,137949,118643,150754
9470,23921,3648,117961,118300,118631,118834,309123,118424,118836
9471,38205,58078,118185,31010,117884,117879,117886,19721,117880
9472,45481,46511,117961,118300,118597,118054,120514,117887,118055
9473,34817,15918,117961,118327,118320,120690,136365,290919,120692
9474,75507,51129,117961,118343,118609,122022,310779,119221,122024
9475,39330,8516,117961,118386,118733,169634,198341,118736,169635
9476,6977,744,117961,118300,120722,117905,117906,290919,117908
9477,16613,7012,117961,118225,120050,118784,117906,290919,118786
9478,25703,20183,117961,118225,120054,119587,176103,118704,119589
9479,38656,4997,118290,118291,121108,119502,132803,117887,119503
9480,80831,833,118595,118596,119993,117905,117906,290919,117908
9481,17308,51178,117961,118386,121961,118523,311622,118331,118525
9482,4605,1903,117961,118343,118514,118321,117906,290919,118322
9483,4675,7067,117961,118225,118403,117905,240983,290919,117908
9484,44944,24916,91261,118026,118027,273308,120093,249618,118232
9485,33642,19881,118006,118007,117941,117879,117897,19721,117880
9486,26926,70075,118023,118024,117895,117879,118250,19721,117880
9487,20299,13742,117929,117940,117941,117885,117913,117887,117888
9488,78438,2781,117961,118300,118360,119849,310589,118638,119851
9489,75078,51138,117961,118413,119968,118321,117906,290919,118322
9490,14852,53338,117961,117962,122215,118054,118054,117887,118055
9491,43507,51342,117961,118343,118660,118702,187873,118704,118705
9492,23862,14731,117961,118446,118447,119346,302830,4673,119348
9493,40531,3437,118573,118574,118042,118043,142296,270488,118046
9494,75078,17640,117961,118052,118881,119962,168365,118205,119964
9495,20351,46254,117961,118327,126310,124886,306399,118643,124888
9496,80925,4933,117961,118300,118458,307024,301218,118331,118332
9497,80663,49772,91261,118026,118746,118747,126309,118453,118749
9498,2235,1482,117961,117962,118450,118841,128747,118643,118843
9499,45035,50814,117918,117919,117920,118568,125937,19721,118570
9500,44305,3097,117961,118300,120312,118792,222652,118424,118794
9501,80550,4993,117961,118343,118979,118826,134537,118424,118828
9502,14960,12751,118084,118085,117884,117885,117913,117887,117888
9503,73815,29592,118315,118463,125004,118674,311392,19793,118676
9504,75834,3240,117961,118300,118344,123178,144937,3130,123180
9505,13878,77495,118192,118193,117895,118568,281735,19721,118570
9506,36635,8551,119062,119091,118514,117905,117906,290919,117908
9507,73144,4858,118290,118291,120144,118293,118294,118295,118296
9508,684,46149,117961,118327,4674,118784,174486,290919,118786
9509,75649,3878,117961,118327,119830,120172,230830,290919,120173
9510,20897,6217,117961,118327,118328,119172,184011,118467,119174
9511,45629,16314,117961,118446,120317,117905,117906,290919,117908
9512,391,27891,117926,117927,117920,124313,124314,120134,124315
9513,1020,3262,117961,118343,123125,117905,117906,290919,117908
9514,29304,37849,117975,117976,118246,179731,118247,117887,117973
9515,41312,3936,117943,117944,117945,118274,299258,292795,118276
9516,42085,58466,118602,118603,117920,118568,118568,19721,118570
9517,42928,6890,117961,118446,120317,118321,117906,290919,118322
9518,80809,35976,122532,123330,118317,130637,258874,119695,130638
9519,980,1930,122880,122974,122870,120097,281292,270488,120099
9520,15365,3883,117961,118343,119987,118536,132799,308574,118539
9521,20897,110041,117961,118300,118810,118811,136909,19793,118813
9522,44384,2610,117961,118327,121979,118321,117906,290919,118322
9523,28149,28253,118315,118463,123089,117905,117906,290919,117908
9524,15714,70598,118582,118583,117945,118274,189759,292795,118276
9525,38972,15377,118256,118257,118623,118995,129082,292795,118997
9526,76446,7676,117961,118300,119181,118685,270229,308574,118687
9527,41594,28590,117961,118327,120685,307024,256202,118331,118332
9528,31441,5107,117961,118300,121169,118530,278014,118131,118532
9529,74754,2976,117902,117903,119796,118777,279443,308574,118779
9530,75901,1550,117961,118225,123173,118054,120716,117887,118055
9531,15369,46616,118256,118257,117945,280788,130913,292795,119082
9532,14911,6982,117961,118300,118783,117905,117906,290919,117908
9533,35914,1903,117961,118343,118514,118685,120316,308574,118687
9534,39393,18686,117961,118386,128823,118321,117906,290919,118322
9535,19815,14731,117961,118446,118447,119346,302830,4673,119348
9536,25284,1482,117961,117962,118450,118841,128747,118643,118843
9537,78695,6046,117961,118446,120317,118321,240983,290919,118322
9538,79092,240,117961,118386,118404,118321,117906,290919,118322
9539,16174,14638,117961,118052,118992,118784,117906,290919,118786
9540,80313,7910,117961,118052,118053,118054,118054,117887,118055
9541,45790,4576,117961,118327,118391,118321,117906,290919,118322
9542,16191,34826,117887,118178,118320,117905,117906,290919,117908
9543,33146,7913,117961,117962,120677,122067,120065,118424,122069
9544,38659,1930,122880,122974,118042,120097,281292,270488,120099
9545,14570,11529,117929,117940,117941,117879,117886,19721,117880
9546,34230,3966,117961,118343,122012,118777,279443,308574,118779
9547,25993,3120,117961,118300,120312,118792,255249,118424,118794
9548,15698,4663,117961,118225,122298,118636,125666,118638,118639
9549,81297,1249,117961,117962,118910,117905,117906,290919,117908
9550,28149,5177,117961,118386,125016,118685,178199,308574,118687
9551,3069,7029,117961,117962,120677,120357,149187,118424,120359
9552,972,5017,117961,118343,119598,121915,185973,121916,121917
9553,31299,5101,117961,118300,127849,118826,236735,118424,118828
9554,79442,87910,91261,118026,119279,118451,126309,118453,118454
9555,80466,120822,119596,119597,120823,120647,311441,118398,120649
9556,4675,7220,117961,118225,120551,117905,240983,290919,117908
9557,28294,23347,117961,118052,119408,118685,279443,308574,118687
9558,23194,2765,118290,118291,118301,120344,267006,118424,120346
9559,33248,5030,117961,118343,120126,120497,133686,118424,120499
9560,27356,28253,118315,118463,123089,117905,130219,290919,117908
9561,31599,19717,117961,117962,118352,118321,117906,290919,118322
9562,74582,17790,117961,118225,119924,118321,117906,290919,118322
9563,79121,5320,118290,118291,118911,118422,286787,118424,118425
9564,972,4038,119134,119135,118911,118293,118302,118295,118296
9565,41594,50126,120864,121013,120299,137969,217580,118612,137970
9566,41409,13217,117993,117994,118360,118129,118129,118131,118132
9567,81390,71391,117961,118386,118522,119962,128948,118205,119964
9568,35528,4931,118290,118291,119488,118293,119489,118295,118296
9569,1109,53190,117961,118300,19772,118784,118785,290919,118786
9570,7678,3225,117961,118327,118929,118784,126514,290919,118786
9571,40230,46149,117961,118327,4674,118784,174486,290919,118786
9572,5349,3046,117961,118413,118481,120690,120691,290919,120692
9573,39384,3869,117961,118225,120050,118321,117906,290919,118322
9574,42608,770,117961,118300,119181,118451,130134,118453,118454
9575,75078,17617,117961,118386,119214,118784,121556,290919,118786
9576,16933,15824,117961,118225,120323,120591,127477,119095,120593
9577,4675,55895,117961,118343,118979,118777,279443,308574,118779
9578,79092,4375,117961,118343,128113,118826,257115,118424,118828
9579,14725,14811,117961,118343,118344,120812,120812,118638,120814
9580,80746,8697,117961,118446,119064,118321,117906,290919,118322
9581,15368,7265,117961,118343,119598,118321,240983,290919,118322
9582,79422,15504,117961,118386,123656,118321,117906,290919,118322
9583,43276,7285,117961,118225,118403,119849,310589,118638,119851
9584,15064,34935,117887,120846,121694,122022,298203,119221,122024
9585,20364,74428,91261,118026,119362,119363,307210,118667,119365
9586,4675,8251,117961,118327,118929,124810,131310,249618,124812
9587,37138,4950,117961,118343,118911,118826,236735,118424,118828
9588,79804,93627,91261,118026,119507,117905,117906,290919,117908
9589,36992,27,117961,118413,240766,117905,172635,290919,117908
9590,70452,58590,118953,118954,117884,118568,281735,19721,118570
9591,73815,19829,117961,118386,118896,120773,310589,118960,120774
9592,6042,6047,117961,118413,120370,118777,279443,308574,118779
9593,74001,79835,118090,118091,119424,179731,138273,117887,117973
9594,40000,79366,117961,118413,120526,117905,240983,290919,117908
9595,74606,56604,118079,118080,117878,117879,118177,19721,117880
9596,14354,27576,117961,118300,119019,119849,311057,118638,119851
9597,81360,8150,117961,118386,119954,119962,168365,118205,119964
9598,312129,18190,117961,118386,120361,118321,117906,290919,118322
9599,31441,17128,117961,118300,119984,118396,300044,118398,118399
9600,37119,15541,118573,118574,118556,280788,127423,292795,119082
9601,25569,209,117961,118343,6104,118784,147114,290919,118786
9602,20279,13905,117916,118011,117941,117885,117913,117887,117888
9603,27122,49962,120140,120141,118492,119949,125738,290919,119951
9604,79440,121004,121005,121006,117945,280788,155276,292795,119082
9605,153,8203,117902,117903,121639,117905,117906,290919,117908
9606,80519,15887,117961,118052,120356,123737,305057,118960,123738
9607,27411,22629,91261,118026,118317,118784,120474,290919,118786
9608,41470,80114,118163,118164,117878,118811,310825,19793,118813
9609,37807,56010,117926,118124,117884,117885,117913,117887,117888
9610,35498,13857,118212,118580,118360,120632,120633,118131,120634
9611,74411,7547,117961,118327,118933,118784,130086,290919,118786
9612,79973,5000,117961,118343,118833,119928,310608,118331,119929
9613,75901,7122,117961,118225,118403,118259,117906,290919,118261
9614,38124,58703,117929,117940,117941,117879,281735,19721,117880
9615,20897,15990,117961,118413,125133,118636,310589,118638,118639
9616,28633,8234,117961,118300,118783,118321,117906,290919,118322
9617,20279,59575,117916,118150,118599,179731,141487,117887,117973
9618,86126,718,117961,118300,119181,118641,153273,118643,118644
9619,18072,3486,118752,119070,119781,118563,171750,270488,118565
9620,15064,3736,117961,118300,120059,118054,118054,117887,118055
9621,13878,31158,5110,117954,117895,118568,281735,19721,118570
9622,102156,239,117961,118225,118403,118321,117906,290919,118322
9623,17292,5101,117961,118300,127849,118826,236735,118424,118828
9624,20272,39016,117910,117911,119791,179731,119035,117887,117973
9625,14725,115255,5110,117954,117895,118194,118195,117887,118196
9626,80416,3748,117961,118300,120059,118636,133779,118638,118639
9627,31661,49323,118990,118991,118992,118321,117906,290919,118322
9628,96500,19717,117961,117962,118352,117905,240983,290919,117908
9629,74155,7520,117961,118343,124725,118321,117906,290919,118322
9630,35330,44024,117961,117962,122215,119849,128470,118638,119851
9631,14914,4528,117961,118225,120054,119928,132654,118331,119929
9632,35188,79111,117961,118343,120291,118293,118302,118295,118296
9633,4675,7539,117961,118343,119987,118321,117906,290919,118322
9634,80523,4715,117961,118300,125872,118422,249904,118424,118425
9635,80799,59043,117961,118343,118514,118784,165715,290919,118786
9636,25729,17227,117961,118343,118292,119928,134544,118331,119929
9637,15369,51740,118752,119070,118754,118805,130913,118474,118807
9638,34924,32241,117961,118327,118933,118321,240983,290919,118322
9639,1003,3224,117961,118225,120551,122551,295130,118762,122552
9640,45764,1350,117961,118052,122938,117905,117906,290919,117908
9641,79092,23224,117961,118225,120535,118890,311441,118398,118892
9642,75303,4199,117961,118225,118403,118321,117906,290919,118322
9643,35531,5360,117961,118446,118447,118784,117906,290919,118786
9644,16008,46254,117961,118327,126310,118641,306399,118643,118644
9645,80650,30533,91261,118026,119507,123045,123107,120518,123047
9646,31641,6047,117961,118413,120370,118321,240983,290919,118322
9647,1020,15012,118212,118213,123201,117905,123202,290919,117908
9648,4675,7344,117961,118225,120663,138019,153236,120518,138021
9649,45229,71401,91261,118026,118202,117905,117906,290919,117908
9650,312089,15781,117961,118300,118395,118890,125128,118398,118892
9651,18913,58473,117929,117930,119569,117879,117886,19721,117880
9652,4675,47,119920,119921,119922,117905,129950,290919,117908
9653,73110,57740,117902,117903,120171,120990,152438,118398,120992
9654,1529,1541,117961,118225,123173,118054,120514,117887,118055
9655,35021,23345,117961,118327,119995,124775,160103,122032,124777
9656,3853,25630,117961,118343,120291,120497,234773,118424,120499
9657,45300,17261,117961,118300,118833,118054,118443,117887,118055
9658,79543,240,117961,118386,118404,118784,121556,290919,118786
9659,35376,28163,118315,118316,120361,118321,264516,290919,118322
9660,20364,51124,117961,118300,118631,118422,126423,118424,118425
9661,972,4972,117961,118052,118395,120647,311441,118398,120649
9662,44909,15824,117961,118225,120323,120591,120324,119095,120593
9663,35270,1450,117961,118300,118437,119962,168365,118205,119964
9664,1969,57104,130684,130685,118378,121372,300603,119184,121374
9665,113091,17225,117961,118300,19772,138019,187788,120518,138021
9666,80777,1583,117961,118327,118507,179731,118054,117887,117973
9667,80210,3077,117961,118300,120312,124194,124195,118363,124196
9668,27124,1080,117961,118327,118378,120952,120953,118453,120954
9669,33642,20708,118602,118603,118008,118568,118568,19721,118570
9670,38849,49495,119596,119597,127849,118293,118294,118295,118296
9671,44357,50997,117961,118052,120539,117905,117906,290919,117908
9672,6977,14800,117961,117962,118352,118784,117906,290919,118786
9673,97536,15887,117961,118052,120356,123737,305057,118960,123738
9674,18275,3788,117961,118343,120722,118321,117906,290919,118322
9675,5467,19839,117961,118300,120722,118784,117906,290919,118786
9676,42085,23338,117961,118052,122392,118207,174445,270488,118209
9677,17308,27214,117961,118386,125016,307024,155696,118331,118332
9678,35498,8563,117961,118300,118783,118321,117906,290919,118322
9679,44912,25813,117961,118300,119181,118841,118842,118643,118843
9680,78422,8715,117961,118052,119986,118321,117906,290919,118322
9681,75057,3936,117943,117944,117945,117946,125533,292795,117948
9682,27785,15824,117961,118225,120323,119093,120324,119095,119096
9683,80738,2890,120864,120865,118437,120313,230838,118424,120315
9684,39333,2071,117961,118386,118501,118502,130777,118504,118505
9685,16985,7578,117961,118343,120722,118321,240983,290919,118322
9686,932,1030,117961,118343,120722,124435,118362,118363,124436
9687,112631,16928,117961,118446,120317,118321,117906,290919,118322
9688,32270,5047,117961,118300,127284,118826,236735,118424,118828
9689,28294,52735,117961,118052,120677,122067,127906,118424,122069
9690,36505,4588,117961,118225,118403,117905,117906,290919,117908
9691,20807,27036,117961,118327,20807,119786,133691,119788,119789
9692,42228,70297,117961,118327,118744,118784,147114,290919,118786
9693,38119,17687,118219,118220,117920,117885,117886,117887,117888
9694,74310,5240,118887,118888,127284,118912,309291,118424,118914
9695,79092,123313,118169,118170,125857,117946,125858,292795,117948
9696,38816,743,117961,118343,120722,118784,117906,290919,118786
9697,78176,14952,117961,117962,119223,118259,125889,290919,118261
9698,32642,22800,119280,119281,118171,120812,185784,118638,120814
9699,31183,59229,117961,119256,120943,126684,126684,292795,126685
9700,189629,2071,117961,117962,118501,118502,118503,118504,118505
9701,23961,2780,118887,118888,19666,118396,310907,118398,118399
9702,42668,53255,120864,120865,120551,118777,191629,308574,118779
9703,33151,15895,117961,118052,120677,122067,300136,118424,122069
9704,15714,51758,117961,119256,119257,117946,118806,292795,117948
9705,37709,60979,117926,117927,117884,117885,117913,117887,117888
9706,23921,4308,117961,118343,118833,118054,137362,117887,118055
9707,4675,7265,117961,118343,119598,118321,240983,290919,118322
9708,4675,5652,117961,118300,28618,118784,124402,290919,118786
9709,35376,28275,118315,118463,123089,118784,130219,290919,118786
9710,75245,14368,117876,117877,117878,117879,153679,19721,117880
9711,32270,55805,117961,118343,118856,118784,121926,290919,118786
9712,80494,15421,117961,117969,118970,118396,233714,118398,118399
9713,80199,7553,117961,118225,118403,118784,118785,290919,118786
9714,75078,311597,117961,118052,120096,118321,117906,290919,118322
9715,117777,1483,117961,117962,118840,118841,118842,118643,118843
9716,42873,5197,117961,118343,127491,307024,294485,118331,118332
9717,25241,25264,117961,118327,122109,118636,246819,118638,118639
9718,16472,2286,117902,117903,118957,118958,118959,118960,118961
9719,19945,6201,117961,118225,120663,117905,240983,290919,117908
9720,73887,49283,117961,118300,119195,118321,117906,290919,118322
9721,31661,21023,117961,118052,118992,307024,311622,118331,118332
9722,33232,52108,117961,118343,119993,118321,117906,290919,118322
9723,74754,53049,117961,118052,118053,118054,118054,117887,118055
9724,74236,44917,117961,117962,118450,118451,148334,118453,118454
9725,34628,46254,117961,118327,126310,118641,123881,118643,118644
9726,59760,50460,118290,118291,118631,118826,311635,118424,118828
9727,31919,16973,91261,118026,124942,117905,117906,290919,117908
9728,35929,1938,117961,118300,118066,120988,134839,118643,120989
9729,31825,5244,117961,118343,119598,118980,133686,118295,118982
9730,3853,4965,120864,121013,124133,124134,225335,124136,124137
9731,28294,21844,117961,117969,126574,120647,160007,118398,120649
9732,26834,1812,117961,118413,122007,120690,301430,290919,120692
9733,20284,57164,117975,117976,117884,117885,117913,117887,117888
9734,73107,49772,91261,118026,118746,118747,126309,118453,118749
9735,33411,133801,119062,119091,118535,118451,130134,118453,118454
9736,4673,14731,117961,118446,118447,121594,170665,4673,121596
9737,37624,4105,117961,118225,118616,118054,118054,117887,118055
9738,37352,16589,119920,119921,137107,117905,117906,290919,117908
9739,79092,5060,117961,117962,118791,122022,131419,119221,122024
9740,32270,70264,117961,118343,118437,118523,311622,118331,118525
9741,36429,15457,119280,119281,118623,259173,154357,292795,118943
9742,75834,51073,117961,118225,120050,122860,257510,3130,122862
9743,75078,27759,119062,119091,123125,118318,311618,118205,118319
9744,5371,17788,117961,118446,119961,132671,118260,290919,132673
9745,73536,7443,117961,118446,119961,118278,287351,290919,118279
9746,74213,3889,117961,118386,121668,122551,140840,118762,122552
9747,33146,5242,117961,118052,120671,120357,120065,118424,120359
9748,76446,4620,117961,118300,119181,117905,240983,290919,117908
9749,4675,3000,117961,118225,120551,118321,117906,290919,118322
9750,33248,4155,117961,118300,118301,120006,259215,118424,120008
9751,40997,1012,117961,118225,119924,118321,117906,290919,118322
9752,42388,18686,117961,118386,128823,118321,117906,290919,118322
9753,28568,94579,119402,119403,117895,117879,117897,19721,117880
9754,4675,30519,117961,117962,119223,118685,127897,308574,118687
9755,931,3120,117961,118300,120312,118792,120314,118424,118794
9756,39262,28163,118315,118316,120361,117905,175154,290919,117908
9757,30583,7684,118573,118574,118623,118995,144259,292795,118997
9758,30839,3770,117961,118343,118395,120647,311441,118398,120649
9759,95940,4362,118212,118213,126955,119962,311618,118205,119964
9760,41314,5559,119280,119281,118623,126684,193644,292795,126685
9761,80310,52916,117890,118102,117878,127700,240782,19721,127702
9762,36701,54258,117890,118102,117878,118568,292195,19721,118570
9763,42085,4145,117961,118300,120026,118834,223125,118424,118836
9764,33248,4950,117961,118343,119598,120344,303717,118424,120346
9765,27777,2698,118290,118291,118360,121246,295877,118131,121248
9766,3130,71189,117961,118386,121883,118318,168365,118205,118319
9767,6878,56802,118003,118004,117878,117899,117879,19721,117900
9768,27306,1755,117961,117962,119223,125793,146749,118643,125795
9769,45790,8487,117961,118327,118320,118784,121873,290919,118786
9770,99031,4413,117961,118343,118833,118321,290878,290919,118322
9771,115951,50323,117980,117981,117941,118568,281735,19721,118570
9772,76467,6979,117961,117962,119223,127723,305057,118643,127725
9773,80494,17199,117961,117969,118970,118890,311441,118398,118892
9774,74734,43994,117961,117962,118791,307024,306404,118331,118332
9775,40384,2610,117961,118327,121979,118321,149217,290919,118322
9776,37631,21135,117961,118343,123494,117905,240983,290919,117908
9777,25098,2225,117961,117962,118501,120702,126111,118504,120704
9778,312039,5240,118887,118888,127284,118912,309291,118424,118914
9779,114263,4375,117961,118343,120347,307024,132719,118331,118332
9780,1020,8553,119062,119091,118514,117905,117906,290919,117908
9781,39262,50019,117961,118052,120096,118784,121873,290919,118786
9782,33054,20560,117876,117877,117878,117879,117879,19721,117880
9783,38723,16922,117961,117962,118501,118784,124402,290919,118786
9784,45610,25766,118006,118007,118008,118568,292195,19721,118570
9785,27689,4267,119596,119597,119837,120344,237832,118424,120346
9786,5729,810,117961,118300,123719,118321,240983,290919,118322
9787,15672,7460,117961,118300,118783,118321,117906,290919,118322
9788,32642,46663,118256,118257,118623,117946,119722,292795,117948
9789,42093,5225,117961,118300,118458,120006,311622,118424,120008
9790,100037,2294,117902,117903,118783,117905,118036,290919,117908
9791,45610,13037,118006,118007,118008,117879,117897,19721,117880
9792,972,5000,117961,118343,118833,119928,310608,118331,119929
9793,39879,46632,119280,119281,118623,126684,130913,292795,126685
